D R A G   C O E F F I C I E N T  ( CD ) = -0.170418693743D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.662095D+00     0.164539D+01
    2         2         1       0.956154D+00     0.501107D+00
    3         3         1       0.116583D+01     0.341097D+00
    4         4         1       0.130268D+01     0.132443D+00

    5         1         2       0.780747D+00     0.182769D+01
    6         2         2       0.106904D+01     0.454762D+00
    7         3         2       0.123899D+01     0.267056D+00
    8         4         2       0.133782D+01     0.980322D-01

    9         1         3       0.780747D+00     0.182769D+01
   10         2         3       0.106904D+01     0.454762D+00
   11         3         3       0.123899D+01     0.267056D+00
   12         4         3       0.133782D+01     0.980322D-01

   13         1         4       0.662095D+00     0.164539D+01
   14         2         4       0.956154D+00     0.501107D+00
   15         3         4       0.116583D+01     0.341097D+00
   16         4         4       0.130268D+01     0.132443D+00

T I M E   S T E P   N U M B E R  ( it ):   26

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.658570825709D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.636130568993D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170450672242D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.662196D+00     0.164569D+01
    2         2         1       0.956334D+00     0.501226D+00
    3         3         1       0.116609D+01     0.341187D+00
    4         4         1       0.130302D+01     0.132481D+00

    5         1         2       0.780862D+00     0.182798D+01
    6         2         2       0.106922D+01     0.454847D+00
    7         3         2       0.123924D+01     0.267112D+00
    8         4         2       0.133813D+01     0.980471D-01

    9         1         3       0.780862D+00     0.182798D+01
   10         2         3       0.106922D+01     0.454847D+00
   11         3         3       0.123924D+01     0.267112D+00
   12         4         3       0.133813D+01     0.980471D-01

   13         1         4       0.662196D+00     0.164569D+01
   14         2         4       0.956334D+00     0.501226D+00
   15         3         4       0.116609D+01     0.341187D+00
   16         4         4       0.130302D+01     0.132481D+00

T I M E   S T E P   N U M B E R  ( it ):   27

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.658679717835D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.636235750710D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170478855599D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.662285D+00     0.164595D+01
    2         2         1       0.956492D+00     0.501331D+00
    3         3         1       0.116632D+01     0.341266D+00
    4         4         1       0.130331D+01     0.132514D+00

    5         1         2       0.780964D+00     0.182823D+01
    6         2         2       0.106938D+01     0.454923D+00
    7         3         2       0.123945D+01     0.267161D+00
    8         4         2       0.133840D+01     0.980609D-01

    9         1         3       0.780964D+00     0.182823D+01
   10         2         3       0.106938D+01     0.454923D+00
   11         3         3       0.123945D+01     0.267161D+00
   12         4         3       0.133840D+01     0.980609D-01

   13         1         4       0.662285D+00     0.164595D+01
   14         2         4       0.956492D+00     0.501331D+00
   15         3         4       0.116632D+01     0.341266D+00
   16         4         4       0.130331D+01     0.132514D+00

T I M E   S T E P   N U M B E R  ( it ):   28

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.658776253499D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.636328997001D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170503840867D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.662364D+00     0.164618D+01
    2         2         1       0.956631D+00     0.501424D+00
    3         3         1       0.116651D+01     0.341336D+00
    4         4         1       0.130356D+01     0.132543D+00

    5         1         2       0.781054D+00     0.182846D+01
    6         2         2       0.106953D+01     0.454990D+00
    7         3         2       0.123964D+01     0.267205D+00
    8         4         2       0.133863D+01     0.980737D-01

    9         1         3       0.781054D+00     0.182846D+01
   10         2         3       0.106953D+01     0.454990D+00
   11         3         3       0.123964D+01     0.267205D+00
   12         4         3       0.133863D+01     0.980737D-01

   13         1         4       0.662364D+00     0.164618D+01
   14         2         4       0.956631D+00     0.501424D+00
   15         3         4       0.116651D+01     0.341336D+00
   16         4         4       0.130356D+01     0.132543D+00

T I M E   S T E P   N U M B E R  ( it ):   29

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.658862167733D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.636411983778D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170526077107D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.662434D+00     0.164638D+01
    2         2         1       0.956754D+00     0.501506D+00
    3         3         1       0.116669D+01     0.341397D+00
    4         4         1       0.130378D+01     0.132569D+00

    5         1         2       0.781134D+00     0.182866D+01
    6         2         2       0.106965D+01     0.455049D+00
    7         3         2       0.123981D+01     0.267244D+00
    8         4         2       0.133884D+01     0.980856D-01

    9         1         3       0.781134D+00     0.182866D+01
   10         2         3       0.106965D+01     0.455049D+00
   11         3         3       0.123981D+01     0.267244D+00
   12         4         3       0.133884D+01     0.980856D-01

   13         1         4       0.662434D+00     0.164638D+01
   14         2         4       0.956754D+00     0.501506D+00
   15         3         4       0.116669D+01     0.341397D+00
   16         4         4       0.130378D+01     0.132569D+00

T I M E   S T E P   N U M B E R  ( it ):   30

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.658938913333D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.636486114336D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170545940330D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.662496D+00     0.164657D+01
    2         2         1       0.956863D+00     0.501580D+00
    3         3         1       0.116684D+01     0.341452D+00
    4         4         1       0.130397D+01     0.132592D+00

    5         1         2       0.781205D+00     0.182884D+01
    6         2         2       0.106976D+01     0.455103D+00
    7         3         2       0.123996D+01     0.267279D+00
    8         4         2       0.133902D+01     0.980965D-01

    9         1         3       0.781205D+00     0.182884D+01
   10         2         3       0.106976D+01     0.455103D+00
   11         3         3       0.123996D+01     0.267279D+00
   12         4         3       0.133902D+01     0.980965D-01

   13         1         4       0.662496D+00     0.164657D+01
   14         2         4       0.956863D+00     0.501580D+00
   15         3         4       0.116684D+01     0.341452D+00
   16         4         4       0.130397D+01     0.132592D+00

T I M E   S T E P   N U M B E R  ( it ):   31

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659007638090D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.636552497353D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170563727606D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.662553D+00     0.164673D+01
    2         2         1       0.956961D+00     0.501646D+00
    3         3         1       0.116698D+01     0.341501D+00
    4         4         1       0.130414D+01     0.132613D+00

    5         1         2       0.781269D+00     0.182900D+01
    6         2         2       0.106986D+01     0.455151D+00
    7         3         2       0.124009D+01     0.267310D+00
    8         4         2       0.133918D+01     0.981065D-01

    9         1         3       0.781269D+00     0.182900D+01
   10         2         3       0.106986D+01     0.455151D+00
   11         3         3       0.124009D+01     0.267310D+00
   12         4         3       0.133918D+01     0.981065D-01

   13         1         4       0.662553D+00     0.164673D+01
   14         2         4       0.956961D+00     0.501646D+00
   15         3         4       0.116698D+01     0.341501D+00
   16         4         4       0.130414D+01     0.132613D+00

T I M E   S T E P   N U M B E R  ( it ):   32

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659068920217D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.636611691342D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170579588587D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.662603D+00     0.164688D+01
    2         2         1       0.957049D+00     0.501704D+00
    3         3         1       0.116710D+01     0.341544D+00
    4         4         1       0.130430D+01     0.132631D+00

    5         1         2       0.781327D+00     0.182915D+01
    6         2         2       0.106995D+01     0.455193D+00
    7         3         2       0.124020D+01     0.267338D+00
    8         4         2       0.133932D+01     0.981154D-01

    9         1         3       0.781327D+00     0.182915D+01
   10         2         3       0.106995D+01     0.455193D+00
   11         3         3       0.124020D+01     0.267338D+00
   12         4         3       0.133932D+01     0.981154D-01

   13         1         4       0.662603D+00     0.164688D+01
   14         2         4       0.957049D+00     0.501704D+00
   15         3         4       0.116710D+01     0.341544D+00
   16         4         4       0.130430D+01     0.132631D+00

T I M E   S T E P   N U M B E R  ( it ):   33

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659124373900D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.636665255487D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170593941057D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.662649D+00     0.164701D+01
    2         2         1       0.957128D+00     0.501757D+00
    3         3         1       0.116721D+01     0.341583D+00
    4         4         1       0.130444D+01     0.132648D+00

    5         1         2       0.781378D+00     0.182928D+01
    6         2         2       0.107003D+01     0.455232D+00
    7         3         2       0.124031D+01     0.267363D+00
    8         4         2       0.133945D+01     0.981237D-01

    9         1         3       0.781378D+00     0.182928D+01
   10         2         3       0.107003D+01     0.455232D+00
   11         3         3       0.124031D+01     0.267363D+00
   12         4         3       0.133945D+01     0.981237D-01

   13         1         4       0.662649D+00     0.164701D+01
   14         2         4       0.957128D+00     0.501757D+00
   15         3         4       0.116721D+01     0.341583D+00
   16         4         4       0.130444D+01     0.132648D+00

T I M E   S T E P   N U M B E R  ( it ):   34

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659174726627D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.636713892486D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170606973301D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.662690D+00     0.164713D+01
    2         2         1       0.957199D+00     0.501804D+00
    3         3         1       0.116731D+01     0.341619D+00
    4         4         1       0.130456D+01     0.132663D+00

    5         1         2       0.781425D+00     0.182940D+01
    6         2         2       0.107011D+01     0.455267D+00
    7         3         2       0.124040D+01     0.267387D+00
    8         4         2       0.133956D+01     0.981315D-01

    9         1         3       0.781425D+00     0.182940D+01
   10         2         3       0.107011D+01     0.455267D+00
   11         3         3       0.124040D+01     0.267387D+00
   12         4         3       0.133956D+01     0.981315D-01

   13         1         4       0.662690D+00     0.164713D+01
   14         2         4       0.957199D+00     0.501804D+00
   15         3         4       0.116731D+01     0.341619D+00
   16         4         4       0.130456D+01     0.132663D+00

T I M E   S T E P   N U M B E R  ( it ):   35

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659220434557D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.636758042956D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170618803384D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.662728D+00     0.164724D+01
    2         2         1       0.957264D+00     0.501848D+00
    3         3         1       0.116740D+01     0.341651D+00
    4         4         1       0.130467D+01     0.132677D+00

    5         1         2       0.781468D+00     0.182951D+01
    6         2         2       0.107017D+01     0.455299D+00
    7         3         2       0.124049D+01     0.267408D+00
    8         4         2       0.133967D+01     0.981385D-01

    9         1         3       0.781468D+00     0.182951D+01
   10         2         3       0.107017D+01     0.455299D+00
   11         3         3       0.124049D+01     0.267408D+00
   12         4         3       0.133967D+01     0.981385D-01

   13         1         4       0.662728D+00     0.164724D+01
   14         2         4       0.957264D+00     0.501848D+00
   15         3         4       0.116740D+01     0.341651D+00
   16         4         4       0.130467D+01     0.132677D+00

T I M E   S T E P   N U M B E R  ( it ):   36

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659262331292D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.636798512095D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170629647057D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.662762D+00     0.164734D+01
    2         2         1       0.957323D+00     0.501887D+00
    3         3         1       0.116748D+01     0.341680D+00
    4         4         1       0.130477D+01     0.132689D+00

    5         1         2       0.781507D+00     0.182960D+01
    6         2         2       0.107023D+01     0.455328D+00
    7         3         2       0.124057D+01     0.267427D+00
    8         4         2       0.133976D+01     0.981452D-01

    9         1         3       0.781507D+00     0.182960D+01
   10         2         3       0.107023D+01     0.455328D+00
   11         3         3       0.124057D+01     0.267427D+00
   12         4         3       0.133976D+01     0.981452D-01

   13         1         4       0.662762D+00     0.164734D+01
   14         2         4       0.957323D+00     0.501887D+00
   15         3         4       0.116748D+01     0.341680D+00
   16         4         4       0.130477D+01     0.132689D+00

T I M E   S T E P   N U M B E R  ( it ):   37

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659300263815D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.636835152098D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170639464717D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.662794D+00     0.164743D+01
    2         2         1       0.957377D+00     0.501923D+00
    3         3         1       0.116755D+01     0.341706D+00
    4         4         1       0.130486D+01     0.132700D+00

    5         1         2       0.781543D+00     0.182969D+01
    6         2         2       0.107029D+01     0.455354D+00
    7         3         2       0.124064D+01     0.267444D+00
    8         4         2       0.133985D+01     0.981511D-01

    9         1         3       0.781543D+00     0.182969D+01
   10         2         3       0.107029D+01     0.455354D+00
   11         3         3       0.124064D+01     0.267444D+00
   12         4         3       0.133985D+01     0.981511D-01

   13         1         4       0.662794D+00     0.164743D+01
   14         2         4       0.957377D+00     0.501923D+00
   15         3         4       0.116755D+01     0.341706D+00
   16         4         4       0.130486D+01     0.132700D+00

T I M E   S T E P   N U M B E R  ( it ):   38

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659335095750D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.636868797164D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170648479885D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.662823D+00     0.164751D+01
    2         2         1       0.957426D+00     0.501956D+00
    3         3         1       0.116762D+01     0.341730D+00
    4         4         1       0.130494D+01     0.132710D+00

    5         1         2       0.781575D+00     0.182978D+01
    6         2         2       0.107034D+01     0.455379D+00
    7         3         2       0.124070D+01     0.267460D+00
    8         4         2       0.133992D+01     0.981567D-01

    9         1         3       0.781575D+00     0.182978D+01
   10         2         3       0.107034D+01     0.455379D+00
   11         3         3       0.124070D+01     0.267460D+00
   12         4         3       0.133992D+01     0.981567D-01

   13         1         4       0.662823D+00     0.164751D+01
   14         2         4       0.957426D+00     0.501956D+00
   15         3         4       0.116762D+01     0.341730D+00
   16         4         4       0.130494D+01     0.132710D+00

T I M E   S T E P   N U M B E R  ( it ):   39

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659367163665D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.636899772391D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170656779672D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.662849D+00     0.164759D+01
    2         2         1       0.957472D+00     0.501986D+00
    3         3         1       0.116768D+01     0.341752D+00
    4         4         1       0.130502D+01     0.132720D+00

    5         1         2       0.781605D+00     0.182985D+01
    6         2         2       0.107038D+01     0.455401D+00
    7         3         2       0.124076D+01     0.267475D+00
    8         4         2       0.133999D+01     0.981619D-01

    9         1         3       0.781605D+00     0.182985D+01
   10         2         3       0.107038D+01     0.455401D+00
   11         3         3       0.124076D+01     0.267475D+00
   12         4         3       0.133999D+01     0.981619D-01

   13         1         4       0.662849D+00     0.164759D+01
   14         2         4       0.957472D+00     0.501986D+00
   15         3         4       0.116768D+01     0.341752D+00
   16         4         4       0.130502D+01     0.132720D+00

T I M E   S T E P   N U M B E R  ( it ):   40

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659396369866D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.636927983414D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170664338793D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.662874D+00     0.164766D+01
    2         2         1       0.957513D+00     0.502014D+00
    3         3         1       0.116774D+01     0.341772D+00
    4         4         1       0.130509D+01     0.132728D+00

    5         1         2       0.781633D+00     0.182992D+01
    6         2         2       0.107042D+01     0.455421D+00
    7         3         2       0.124082D+01     0.267489D+00
    8         4         2       0.134006D+01     0.981666D-01

    9         1         3       0.781633D+00     0.182992D+01
   10         2         3       0.107042D+01     0.455421D+00
   11         3         3       0.124082D+01     0.267489D+00
   12         4         3       0.134006D+01     0.981666D-01

   13         1         4       0.662874D+00     0.164766D+01
   14         2         4       0.957513D+00     0.502014D+00
   15         3         4       0.116774D+01     0.341772D+00
   16         4         4       0.130509D+01     0.132728D+00

T I M E   S T E P   N U M B E R  ( it ):   41

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659423115665D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.636953817873D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170671261115D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.662896D+00     0.164772D+01
    2         2         1       0.957551D+00     0.502039D+00
    3         3         1       0.116779D+01     0.341791D+00
    4         4         1       0.130515D+01     0.132736D+00

    5         1         2       0.781658D+00     0.182998D+01
    6         2         2       0.107046D+01     0.455440D+00
    7         3         2       0.124087D+01     0.267501D+00
    8         4         2       0.134012D+01     0.981709D-01

    9         1         3       0.781658D+00     0.182998D+01
   10         2         3       0.107046D+01     0.455440D+00
   11         3         3       0.124087D+01     0.267501D+00
   12         4         3       0.134012D+01     0.981709D-01

   13         1         4       0.662896D+00     0.164772D+01
   14         2         4       0.957551D+00     0.502039D+00
   15         3         4       0.116779D+01     0.341791D+00
   16         4         4       0.130515D+01     0.132736D+00

T I M E   S T E P   N U M B E R  ( it ):   42

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659448175266D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.636978023588D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170677747017D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.662917D+00     0.164778D+01
    2         2         1       0.957586D+00     0.502062D+00
    3         3         1       0.116784D+01     0.341808D+00
    4         4         1       0.130521D+01     0.132743D+00

    5         1         2       0.781682D+00     0.183004D+01
    6         2         2       0.107050D+01     0.455458D+00
    7         3         2       0.124091D+01     0.267512D+00
    8         4         2       0.134017D+01     0.981750D-01

    9         1         3       0.781682D+00     0.183004D+01
   10         2         3       0.107050D+01     0.455458D+00
   11         3         3       0.124091D+01     0.267512D+00
   12         4         3       0.134017D+01     0.981750D-01

   13         1         4       0.662917D+00     0.164778D+01
   14         2         4       0.957586D+00     0.502062D+00
   15         3         4       0.116784D+01     0.341808D+00
   16         4         4       0.130521D+01     0.132743D+00

T I M E   S T E P   N U M B E R  ( it ):   43

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659471619440D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.637000668922D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170683814816D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.662936D+00     0.164784D+01
    2         2         1       0.957619D+00     0.502084D+00
    3         3         1       0.116788D+01     0.341824D+00
    4         4         1       0.130526D+01     0.132750D+00

    5         1         2       0.781704D+00     0.183010D+01
    6         2         2       0.107053D+01     0.455474D+00
    7         3         2       0.124095D+01     0.267524D+00
    8         4         2       0.134022D+01     0.981790D-01

    9         1         3       0.781704D+00     0.183010D+01
   10         2         3       0.107053D+01     0.455474D+00
   11         3         3       0.124095D+01     0.267524D+00
   12         4         3       0.134022D+01     0.981790D-01

   13         1         4       0.662936D+00     0.164784D+01
   14         2         4       0.957619D+00     0.502084D+00
   15         3         4       0.116788D+01     0.341824D+00
   16         4         4       0.130526D+01     0.132750D+00

T I M E   S T E P   N U M B E R  ( it ):   44

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659493261702D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.637021573742D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170689416245D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.662954D+00     0.164789D+01
    2         2         1       0.957650D+00     0.502105D+00
    3         3         1       0.116793D+01     0.341839D+00
    4         4         1       0.130531D+01     0.132756D+00

    5         1         2       0.781724D+00     0.183015D+01
    6         2         2       0.107056D+01     0.455489D+00
    7         3         2       0.124099D+01     0.267534D+00
    8         4         2       0.134027D+01     0.981826D-01

    9         1         3       0.781724D+00     0.183015D+01
   10         2         3       0.107056D+01     0.455489D+00
   11         3         3       0.124099D+01     0.267534D+00
   12         4         3       0.134027D+01     0.981826D-01

   13         1         4       0.662954D+00     0.164789D+01
   14         2         4       0.957650D+00     0.502105D+00
   15         3         4       0.116793D+01     0.341839D+00
   16         4         4       0.130531D+01     0.132756D+00

T I M E   S T E P   N U M B E R  ( it ):   45

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659513305577D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.637040934638D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170694603982D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.662971D+00     0.164794D+01
    2         2         1       0.957678D+00     0.502124D+00
    3         3         1       0.116796D+01     0.341852D+00
    4         4         1       0.130536D+01     0.132762D+00

    5         1         2       0.781743D+00     0.183020D+01
    6         2         2       0.107059D+01     0.455503D+00
    7         3         2       0.124103D+01     0.267543D+00
    8         4         2       0.134031D+01     0.981860D-01

    9         1         3       0.781743D+00     0.183020D+01
   10         2         3       0.107059D+01     0.455503D+00
   11         3         3       0.124103D+01     0.267543D+00
   12         4         3       0.134031D+01     0.981860D-01

   13         1         4       0.662971D+00     0.164794D+01
   14         2         4       0.957678D+00     0.502124D+00
   15         3         4       0.116796D+01     0.341852D+00
   16         4         4       0.130536D+01     0.132762D+00

T I M E   S T E P   N U M B E R  ( it ):   46

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659532036337D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.637059027163D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170699451859D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.662987D+00     0.164799D+01
    2         2         1       0.957704D+00     0.502141D+00
    3         3         1       0.116800D+01     0.341865D+00
    4         4         1       0.130540D+01     0.132768D+00

    5         1         2       0.781761D+00     0.183024D+01
    6         2         2       0.107062D+01     0.455517D+00
    7         3         2       0.124107D+01     0.267552D+00
    8         4         2       0.134035D+01     0.981891D-01

    9         1         3       0.781761D+00     0.183024D+01
   10         2         3       0.107062D+01     0.455517D+00
   11         3         3       0.124107D+01     0.267552D+00
   12         4         3       0.134035D+01     0.981891D-01

   13         1         4       0.662987D+00     0.164799D+01
   14         2         4       0.957704D+00     0.502141D+00
   15         3         4       0.116800D+01     0.341865D+00
   16         4         4       0.130540D+01     0.132768D+00

T I M E   S T E P   N U M B E R  ( it ):   47

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659549523054D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.637075918034D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170703977755D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.663002D+00     0.164803D+01
    2         2         1       0.957729D+00     0.502158D+00
    3         3         1       0.116803D+01     0.341877D+00
    4         4         1       0.130544D+01     0.132773D+00

    5         1         2       0.781778D+00     0.183028D+01
    6         2         2       0.107064D+01     0.455529D+00
    7         3         2       0.124110D+01     0.267560D+00
    8         4         2       0.134039D+01     0.981921D-01

    9         1         3       0.781778D+00     0.183028D+01
   10         2         3       0.107064D+01     0.455529D+00
   11         3         3       0.124110D+01     0.267560D+00
   12         4         3       0.134039D+01     0.981921D-01

   13         1         4       0.663002D+00     0.164803D+01
   14         2         4       0.957729D+00     0.502158D+00
   15         3         4       0.116803D+01     0.341877D+00
   16         4         4       0.130544D+01     0.132773D+00

T I M E   S T E P   N U M B E R  ( it ):   48

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659565687427D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.637091531620D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170708161402D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.663015D+00     0.164807D+01
    2         2         1       0.957752D+00     0.502173D+00
    3         3         1       0.116806D+01     0.341888D+00
    4         4         1       0.130548D+01     0.132777D+00

    5         1         2       0.781793D+00     0.183032D+01
    6         2         2       0.107067D+01     0.455540D+00
    7         3         2       0.124113D+01     0.267567D+00
    8         4         2       0.134042D+01     0.981948D-01

    9         1         3       0.781793D+00     0.183032D+01
   10         2         3       0.107067D+01     0.455540D+00
   11         3         3       0.124113D+01     0.267567D+00
   12         4         3       0.134042D+01     0.981948D-01

   13         1         4       0.663015D+00     0.164807D+01
   14         2         4       0.957752D+00     0.502173D+00
   15         3         4       0.116806D+01     0.341888D+00
   16         4         4       0.130548D+01     0.132777D+00

T I M E   S T E P   N U M B E R  ( it ):   49

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659580719502D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.637106051489D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170712051990D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.663028D+00     0.164810D+01
    2         2         1       0.957773D+00     0.502187D+00
    3         3         1       0.116809D+01     0.341898D+00
    4         4         1       0.130551D+01     0.132781D+00

    5         1         2       0.781807D+00     0.183036D+01
    6         2         2       0.107069D+01     0.455551D+00
    7         3         2       0.124115D+01     0.267574D+00
    8         4         2       0.134046D+01     0.981972D-01

    9         1         3       0.781807D+00     0.183036D+01
   10         2         3       0.107069D+01     0.455551D+00
   11         3         3       0.124115D+01     0.267574D+00
   12         4         3       0.134046D+01     0.981972D-01

   13         1         4       0.663028D+00     0.164810D+01
   14         2         4       0.957773D+00     0.502187D+00
   15         3         4       0.116809D+01     0.341898D+00
   16         4         4       0.130551D+01     0.132781D+00

T I M E   S T E P   N U M B E R  ( it ):   50

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659594671599D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.637119528180D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170715663058D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.663040D+00     0.164814D+01
